start_time,end_time,start_lat         ,start_lng         ,end_lat           ,end_lng           ,act_duration,duration,distance,labels
13.8      ,15.6    ,118.954122        ,32.117020000000004,118.959749        ,32.111458         ,6360        ,235     ,978     ,3
17.5      ,18.7    ,118.955152        ,32.116269         ,118.95996399999999,32.113354         ,4440        ,167     ,694     ,0
20.4      ,20.4    ,118.954025        ,32.114546000000004,118.95596200000001,32.114769         ,120         ,55      ,230     ,0
18.9      ,19.0    ,118.953961        ,32.114604         ,118.95206200000001,32.121111         ,240         ,183     ,762     ,0
9.9       ,10.0    ,118.96166399999998,32.114307000000004,118.960071        ,32.111225         ,120         ,132     ,550     ,2
7.8       ,7.8     ,118.95340800000001,32.116911         ,118.95212099999999,32.121194         ,120         ,127     ,531     ,2
18.8      ,18.9    ,118.95996399999999,32.113354         ,118.953961        ,32.114604         ,240         ,181     ,753     ,0
12.8      ,17.4    ,118.95621399999999,32.11105          ,118.955152        ,32.116269         ,16620       ,168     ,699     ,1
20.2      ,20.3    ,118.952046        ,32.120961         ,118.954025        ,32.114546000000004,300         ,182     ,759     ,0
7.9       ,8.0     ,118.95212099999999,32.121194         ,118.960017        ,32.113436         ,360         ,346     ,1440    ,2
11.3      ,11.3    ,118.960071        ,32.111225         ,118.95589199999999,32.111339         ,120         ,108     ,450     ,2
6.8       ,9.3     ,118.954867        ,32.10975          ,118.954637        ,32.10993          ,9060        ,7       ,30      ,2
12.4      ,17.6    ,118.958794        ,32.111154         ,118.95848799999999,32.111357         ,18660       ,6       ,26      ,1
5.7       ,12.3    ,118.958623        ,32.111616         ,118.958794        ,32.111154         ,23760       ,13      ,53      ,1
19.6      ,21.1    ,118.95848799999999,32.111357         ,118.958408        ,32.111164         ,5460        ,5       ,20      ,0
1.7       ,3.7     ,118.957555        ,32.111778         ,118.958623        ,32.111616         ,7200        ,70      ,293     ,2
21.5      ,21.5    ,118.95893899999999,32.111251         ,118.955366        ,32.114612         ,240         ,141     ,586     ,0
16.6      ,17.4    ,118.960575        ,32.109649         ,118.960125        ,32.109664         ,2640        ,11      ,46      ,0
12.9      ,13.1    ,118.955624        ,32.111856         ,118.960017        ,32.113575         ,840         ,127     ,528     ,2
13.4      ,13.5    ,118.95996399999999,32.113583         ,118.955549        ,32.112178         ,600         ,122     ,507     ,2
12.0      ,12.8    ,118.95910500000001,32.112978999999996,118.955624        ,32.111856         ,2760        ,102     ,424     ,2
1.4       ,3.4     ,118.960699        ,32.11484          ,118.96238799999999,32.112594         ,7320        ,83      ,347     ,2
7.9       ,11.4    ,118.96143300000001,32.114057         ,118.95910500000001,32.112978999999996,12420       ,62      ,259     ,2
13.7      ,13.8    ,118.95806499999999,32.116015999999995,118.96072         ,32.115674         ,120         ,62      ,257     ,2
18.4      ,19.4    ,118.960125        ,32.109664         ,118.960361        ,32.109687         ,3600        ,6       ,24      ,0
15.9      ,16.0    ,118.960774        ,32.116229         ,118.960575        ,32.109649         ,360         ,220     ,916     ,0
7.4       ,7.8     ,118.96161599999999,32.113927000000004,118.96143300000001,32.114057         ,1680        ,6       ,23      ,2
13.7      ,13.7    ,118.95533400000001,32.112277         ,118.95806499999999,32.116015999999995,120         ,146     ,607     ,2
19.9      ,20.1    ,118.96025300000001,32.117253000000005,118.952593        ,32.124624         ,840         ,405     ,1689    ,3
15.6      ,15.6    ,118.95623         ,32.110673         ,118.960328        ,32.109618         ,240         ,134     ,558     ,0
15.7      ,16.0    ,118.960328        ,32.109618         ,118.95387         ,32.124609         ,1080        ,496     ,2065    ,3
13.1      ,14.5    ,118.956128        ,32.110561         ,118.95623         ,32.110673         ,4920        ,4       ,16      ,2
2.2       ,7.9     ,118.95603200000001,32.110607         ,118.956123        ,32.110659999999996,20460       ,3       ,11      ,1
13.9      ,16.4    ,118.957829        ,32.113131         ,118.957051        ,32.11249          ,8820        ,30      ,126     ,0
13.2      ,13.3    ,118.953961        ,32.122391         ,118.952067        ,32.119192         ,120         ,117     ,487     ,2
18.4      ,20.2    ,118.957051        ,32.11249          ,118.958692        ,32.111864000000004,6600        ,68      ,282     ,0
20.8      ,20.9    ,118.958692        ,32.111864000000004,118.957475        ,32.11466          ,120         ,92      ,384     ,0
13.8      ,13.9    ,118.952067        ,32.119192         ,118.957829        ,32.113131         ,240         ,245     ,1021    ,3
9.2       ,12.1    ,118.954594        ,32.116399         ,118.952652        ,32.118802         ,10620       ,106     ,443     ,2
13.1      ,13.1    ,118.952652        ,32.118802         ,118.953961        ,32.122391         ,120         ,121     ,503     ,2
14.9      ,15.3    ,118.96038200000001,32.111281         ,118.96068799999999,32.111422999999995,1680        ,20      ,85      ,0
10.0      ,13.3    ,118.96085900000001,32.111567         ,118.96038200000001,32.111281         ,12180       ,29      ,120     ,2
19.9      ,19.9    ,118.961004        ,32.112693         ,118.95571499999998,32.115316         ,240         ,167     ,695     ,0
20.1      ,23.4    ,118.95571499999998,32.115316         ,118.955779        ,32.115103000000005,11700       ,6       ,24      ,0
8.9       ,9.1     ,118.958097        ,32.110703         ,118.96181399999999,32.11525          ,780         ,197     ,821     ,2
9.4       ,16.3    ,118.96169099999999,32.115223         ,118.96138         ,32.109689         ,24780       ,197     ,820     ,1
17.1      ,18.0    ,118.96138         ,32.109689         ,118.96085900000001,32.112711         ,3360        ,79      ,331     ,0
10.2      ,12.0    ,118.96131499999998,32.114095         ,118.961256        ,32.114346000000005,6240        ,7       ,28      ,2
12.3      ,12.9    ,118.961256        ,32.114346000000005,118.9619          ,32.11392          ,2040        ,12      ,50      ,2
13.5      ,13.6    ,118.9619          ,32.11392          ,118.95288300000001,32.122644         ,480         ,393     ,1638    ,3
15.8      ,15.9    ,118.960146        ,32.11739          ,118.962962        ,32.113258         ,240         ,148     ,617     ,0
16.1      ,16.2    ,118.95308100000001,32.117886999999996,118.954669        ,32.111504         ,240         ,198     ,826     ,0
15.9      ,16.0    ,118.962962        ,32.113258         ,118.95308100000001,32.117886999999996,240         ,316     ,1317    ,3
13.9      ,14.0    ,118.952582        ,32.118621999999995,118.95993100000001,32.11687          ,360         ,244     ,1015    ,3
13.7      ,13.9    ,118.95288300000001,32.122644         ,118.952582        ,32.118621999999995,480         ,114     ,475     ,2
8.7       ,9.6     ,118.960779        ,32.114244         ,118.96131499999998,32.114095         ,3300        ,6       ,24      ,2
19.5      ,20.8    ,118.96479199999999,32.125372         ,118.96423899999999,32.117899         ,4980        ,197     ,819     ,0
18.9      ,19.0    ,118.964073        ,32.109091         ,118.96479199999999,32.125372         ,600         ,478     ,1990    ,3
18.0      ,18.2    ,118.964808        ,32.124507         ,118.96398700000002,32.109012         ,960         ,458     ,1908    ,3
19.7      ,21.5    ,118.961777        ,32.111478999999996,118.96167         ,32.114804         ,6420        ,108     ,448     ,0
16.0      ,17.6    ,118.949203        ,32.125834999999995,118.96348300000001,32.114652         ,5820        ,776     ,3233    ,3
18.6      ,19.6    ,118.95798400000001,32.116198         ,118.961777        ,32.111478999999996,3720        ,205     ,856     ,0
17.6      ,18.3    ,118.96348300000001,32.114652         ,118.95798400000001,32.116198         ,2520        ,151     ,629     ,0
21.5      ,21.8    ,118.96167         ,32.114804         ,118.957249        ,32.115309         ,840         ,117     ,487     ,0
8.8       ,16.0    ,118.952459        ,32.118601         ,118.95653         ,32.112249         ,25680       ,218     ,907     ,1
13.8      ,20.3    ,118.956718        ,32.111636         ,118.958901        ,32.112432         ,23520       ,67      ,280     ,1
10.1      ,11.6    ,118.961793        ,32.115281         ,118.95611699999999,32.11121          ,5400        ,234     ,974     ,2
9.6       ,9.9     ,118.95792         ,32.110475         ,118.961873        ,32.115408         ,960         ,249     ,1039    ,2
21.7      ,23.7    ,118.958901        ,32.112432         ,118.958794        ,32.111071         ,7200        ,36      ,148     ,0
9.3       ,9.4     ,118.95918600000002,32.118193         ,118.95806499999999,32.113476         ,240         ,173     ,721     ,2
11.1      ,11.2    ,118.952775        ,32.118010999999996,118.955549        ,32.111793         ,360         ,178     ,740     ,2
10.3      ,10.4    ,118.959443        ,32.109798         ,118.952775        ,32.118010999999996,480         ,307     ,1281    ,3
12.7      ,12.8    ,118.955549        ,32.111793         ,118.964083        ,32.117874         ,360         ,341     ,1422    ,3
12.5      ,12.8    ,118.962313        ,32.110479999999995,118.962732        ,32.110561         ,1320        ,13      ,53      ,2
8.5       ,10.5    ,118.962925        ,32.110611999999996,118.962313        ,32.110479999999995,7140        ,11      ,45      ,2
15.2      ,18.6    ,118.96293         ,32.110642         ,118.96310700000001,32.110688         ,12060       ,4       ,18      ,0
18.4      ,19.2    ,118.951187        ,32.112657         ,118.954095        ,32.109669         ,2760        ,142     ,592     ,0
17.8      ,18.0    ,118.95443300000001,32.109826         ,118.951187        ,32.112657         ,720         ,141     ,589     ,0
7.1       ,10.3    ,118.954664        ,32.109303999999995,118.954728        ,32.109879         ,11340       ,15      ,64      ,2
12.3      ,17.3    ,118.954637        ,32.109831         ,118.95443300000001,32.109826         ,17940       ,5       ,20      ,1
15.1      ,15.1    ,118.96040900000001,32.113141999999996,118.96280700000001,32.114688         ,120         ,94      ,392     ,0
11.8      ,12.1    ,118.957008        ,32.113801         ,118.95283400000001,32.124246         ,900         ,413     ,1722    ,3
10.0      ,10.0    ,118.956675        ,32.112183         ,118.958381        ,32.112612         ,120         ,56      ,233     ,2
12.7      ,13.5    ,118.95283400000001,32.124246         ,118.95148799999998,32.12468          ,2880        ,38      ,159     ,2
18.2      ,18.3    ,118.951182        ,32.112389         ,118.962603        ,32.11172          ,360         ,633     ,2636    ,3
18.3      ,20.1    ,118.962603        ,32.11172          ,118.951182        ,32.112389         ,6480        ,726     ,3026    ,3
16.3      ,16.5    ,118.95583799999999,32.113417999999996,118.95894399999999,32.109998         ,660         ,141     ,589     ,0
6.9       ,6.9     ,118.95576299999999,32.115021999999996,118.95583300000001,32.111309000000006,120         ,121     ,505     ,2
15.7      ,16.0    ,118.96280700000001,32.114688         ,118.95464199999999,32.113694         ,960         ,225     ,937     ,0
8.8       ,9.8     ,118.96018400000001,32.109606         ,118.956675        ,32.112183         ,3780        ,149     ,621     ,2
14.2      ,14.5    ,118.960554        ,32.114926000000004,118.960393        ,32.109557         ,840         ,176     ,735     ,0
16.1      ,16.1    ,118.95657299999999,32.113209999999995,118.95583799999999,32.113417999999996,120         ,21      ,89      ,0
16.6      ,16.6    ,118.95894399999999,32.109998         ,118.955275        ,32.112066999999996,240         ,121     ,504     ,0
14.0      ,14.1    ,118.95406799999999,32.119296000000006,118.95343000000001,32.115666         ,120         ,120     ,500     ,2
13.9      ,14.0    ,118.95148799999998,32.12468          ,118.95406799999999,32.119296000000006,240         ,212     ,883     ,2
14.1      ,14.2    ,118.95343000000001,32.115666         ,118.960554        ,32.114926000000004,240         ,203     ,844     ,2
4.6       ,6.7     ,118.95583300000001,32.114901         ,118.95576299999999,32.115021999999996,7320        ,4       ,15      ,2
16.9      ,17.9    ,118.955275        ,32.112066999999996,118.951182        ,32.112389         ,3480        ,452     ,1885    ,3
22.0      ,22.1    ,118.956799        ,32.113261         ,118.951788        ,32.1236           ,360         ,335     ,1397    ,0
7.0       ,8.7     ,118.95583300000001,32.111309000000006,118.96018400000001,32.109606         ,6000        ,155     ,646     ,2
10.1      ,11.5    ,118.958381        ,32.112612         ,118.957008        ,32.113801         ,5040        ,55      ,231     ,2
14.6      ,15.1    ,118.960393        ,32.109557         ,118.96040900000001,32.113141999999996,1680        ,117     ,488     ,0
16.8      ,16.9    ,118.962694        ,32.112982         ,118.953907        ,32.114356         ,240         ,229     ,956     ,0
8.4       ,8.4     ,118.954277        ,32.118722999999996,118.953392        ,32.115453         ,120         ,121     ,504     ,2
13.6      ,13.7    ,118.95556499999999,32.117136         ,118.960699        ,32.125098         ,480         ,277     ,1156    ,3
18.0      ,18.1    ,118.96123500000002,32.115177         ,118.961471        ,32.109697         ,480         ,204     ,851     ,0
8.7       ,8.7     ,118.95340800000001,32.115505999999996,118.954508        ,32.114974         ,120         ,13      ,53      ,2
16.6      ,16.8    ,118.95321000000001,32.11594          ,118.962694        ,32.112982         ,480         ,268     ,1118    ,0
17.6      ,17.7    ,118.952684        ,32.122474         ,118.958478        ,32.111836         ,480         ,344     ,1434    ,3
16.4      ,16.5    ,118.95326299999999,32.117078         ,118.956246        ,32.11026          ,360         ,269     ,1119    ,3
17.3      ,17.5    ,118.954095        ,32.114378         ,118.952684        ,32.122474         ,720         ,231     ,964     ,0
19.6      ,19.7    ,118.961455        ,32.109722         ,118.953446        ,32.116713         ,360         ,457     ,1904    ,3
16.5      ,16.6    ,118.956246        ,32.11026          ,118.95321000000001,32.11594          ,240         ,230     ,960     ,0
9.6       ,9.6     ,118.95423400000001,32.118842         ,118.960489        ,32.117103         ,240         ,215     ,897     ,2
12.3      ,12.6    ,118.960505        ,32.117336         ,118.95620900000002,32.1174           ,1200        ,137     ,570     ,2
20.3      ,20.5    ,118.953446        ,32.116713         ,118.95326299999999,32.116857         ,900         ,3       ,12      ,0
17.8      ,17.9    ,118.958478        ,32.111836         ,118.96123500000002,32.115177         ,600         ,145     ,605     ,0
2.0       ,2.4     ,118.956198        ,32.115828         ,118.956235        ,32.115636         ,1320        ,5       ,21      ,2
14.9      ,16.0    ,118.96073600000001,32.125007000000004,118.95326299999999,32.117078         ,4080        ,314     ,1307    ,3
12.8      ,13.0    ,118.95620900000002,32.1174           ,118.95556499999999,32.117136         ,720         ,15      ,64      ,2
16.9      ,17.0    ,118.95353200000001,32.113935         ,118.955329        ,32.112604         ,120         ,72      ,301     ,0
7.7       ,7.7     ,118.95635300000001,32.115759999999995,118.954277        ,32.118722999999996,120         ,109     ,455     ,2
14.0      ,19.9    ,118.963021        ,32.111491         ,118.96310700000001,32.111867         ,21300       ,31      ,128     ,1
0.8       ,1.4     ,118.962571        ,32.109759999999994,118.962442        ,32.109408         ,2280        ,5       ,22      ,2
1.8       ,2.8     ,118.962442        ,32.109408         ,118.96258700000001,32.109786         ,3600        ,6       ,25      ,2
12.7      ,13.7    ,118.95619199999999,32.115618         ,118.95593000000001,32.111213         ,3600        ,160     ,665     ,2
13.8      ,16.1    ,118.95593000000001,32.111213         ,118.955656        ,32.116191         ,8160        ,173     ,722     ,0
16.4      ,16.5    ,118.95554299999999,32.116094         ,118.957528        ,32.11336          ,240         ,147     ,611     ,0
12.0      ,12.6    ,118.962115        ,32.111197         ,118.95619199999999,32.115618         ,2160        ,245     ,1021    ,2
17.3      ,17.4    ,118.96105800000001,32.115876         ,118.956648        ,32.113068         ,240         ,150     ,624     ,0
5.0       ,6.9     ,118.96101999999999,32.115831         ,118.960811        ,32.115737         ,6840        ,4       ,17      ,2
18.0      ,18.1    ,118.95996399999999,32.113474         ,118.95606399999998,32.116462         ,240         ,151     ,631     ,0
17.9      ,18.0    ,118.962549        ,32.115291         ,118.95996399999999,32.113474         ,240         ,132     ,549     ,0
17.7      ,17.7    ,118.956648        ,32.113068         ,118.962549        ,32.115291         ,240         ,182     ,759     ,0
15.0      ,15.3    ,118.96098799999999,32.116054         ,118.96114399999999,32.115631         ,1200        ,9       ,38      ,0
18.3      ,18.3    ,118.95468500000001,32.114437         ,118.956268        ,32.110308         ,240         ,119     ,497     ,0
19.9      ,20.0    ,118.960554        ,32.109915         ,118.95439499999999,32.118434         ,360         ,305     ,1272    ,0
20.7      ,20.8    ,118.95439499999999,32.118434         ,118.961922        ,32.110006         ,480         ,330     ,1373    ,0
19.7      ,19.7    ,118.960017        ,32.113476         ,118.960554        ,32.109915         ,240         ,97      ,406     ,0
12.6      ,13.4    ,118.95500700000001,32.113626000000004,118.96185200000001,32.115048         ,3120        ,192     ,802     ,2
10.0      ,10.1    ,118.954073        ,32.117395         ,118.95212099999999,32.120629         ,120         ,113     ,470     ,2
9.5       ,9.6     ,118.961165        ,32.110485         ,118.95337099999999,32.118061         ,360         ,317     ,1321    ,2
9.8       ,9.9     ,118.95337099999999,32.118061         ,118.954073        ,32.117395         ,120         ,34      ,142     ,2
19.6      ,19.6    ,118.956246        ,32.110143         ,118.960017        ,32.113476         ,240         ,196     ,818     ,0
12.0      ,12.0    ,118.95877800000001,32.110003999999996,118.95500700000001,32.113626000000004,180         ,168     ,699     ,2
17.1      ,17.1    ,118.95432         ,32.114074         ,118.95468500000001,32.114437         ,120         ,11      ,47      ,0
21.0      ,23.0    ,118.961922        ,32.110006         ,118.956659        ,32.116454         ,7320        ,257     ,1069    ,0
14.0      ,15.9    ,118.96185200000001,32.115048         ,118.954272        ,32.114272         ,7080        ,202     ,841     ,0
10.1      ,10.8    ,118.95212099999999,32.120629         ,118.95877800000001,32.110003999999996,2520        ,362     ,1509    ,3
23.0      ,23.1    ,118.96245800000001,32.111755         ,118.95581200000001,32.114961         ,360         ,216     ,898     ,0
5.0       ,21.0    ,118.962624        ,32.111664000000005,118.96245800000001,32.111755         ,57360       ,5       ,19      ,1
11.5      ,11.5    ,118.954444        ,32.122370000000004,118.95283400000001,32.122667         ,120         ,186     ,777     ,2
11.5      ,11.7    ,118.95283400000001,32.122667         ,118.95328500000001,32.124614         ,720         ,61      ,255     ,2
11.9      ,13.2    ,118.95328500000001,32.124614         ,118.95157900000001,32.123582         ,4740        ,59      ,246     ,2
9.6       ,9.8     ,118.96051100000001,32.109545000000004,118.95430400000001,32.122408         ,480         ,414     ,1723    ,3
23.0      ,23.0    ,118.958875        ,32.111529         ,118.955795        ,32.115111         ,120         ,126     ,523     ,0
12.4      ,12.5    ,118.95786100000001,32.114619         ,118.960682        ,32.111403         ,360         ,139     ,580     ,2
10.1      ,12.0    ,118.95941100000002,32.116751         ,118.959985        ,32.115463         ,7140        ,56      ,234     ,2
14.8      ,22.8    ,118.960682        ,32.111403         ,118.958875        ,32.111529         ,28800       ,60      ,251     ,1
12.3      ,12.4    ,118.95500700000001,32.113316         ,118.95786100000001,32.114619         ,120         ,69      ,287     ,2
12.2      ,12.3    ,118.959985        ,32.115463         ,118.95500700000001,32.113316         ,240         ,134     ,560     ,2
21.9      ,22.1    ,118.96022099999999,32.109613         ,118.951187        ,32.112657         ,480         ,619     ,2579    ,3
8.1       ,9.2     ,118.952024        ,32.12324          ,118.960323        ,32.110427         ,3900        ,465     ,1937    ,3
9.3       ,9.8     ,118.960323        ,32.110427         ,118.95996399999999,32.113534         ,1560        ,78      ,325     ,2
2.5       ,4.1     ,118.951879        ,32.12381          ,118.95141299999999,32.122814         ,5880        ,28      ,118     ,2
18.2      ,18.4    ,118.95481399999998,32.113499         ,118.960302        ,32.109633         ,600         ,217     ,903     ,0
11.7      ,13.7    ,118.96011399999999,32.113659000000006,118.960076        ,32.111357         ,7260        ,60      ,248     ,2
14.7      ,18.2    ,118.960076        ,32.111357         ,118.95481399999998,32.113499         ,12300       ,180     ,751     ,0
10.7      ,10.7    ,118.95996399999999,32.113534         ,118.96011399999999,32.113659000000006,120         ,5       ,20      ,2
15.7      ,15.8    ,118.960237        ,32.111093         ,118.962195        ,32.115347         ,240         ,175     ,731     ,0
19.5      ,20.0    ,118.962447        ,32.114878000000004,118.95554299999999,32.115316         ,1920        ,190     ,793     ,0
11.2      ,13.7    ,118.964277        ,32.116087         ,118.951182        ,32.112389         ,9060        ,909     ,3787    ,3
18.1      ,18.5    ,118.96223300000001,32.11506          ,118.962447        ,32.114878000000004,1440        ,3       ,12      ,0
22.0      ,22.9    ,118.951187        ,32.112657         ,118.951842        ,32.123098         ,3120        ,353     ,1470    ,0
20.0      ,20.1    ,118.95554299999999,32.115316         ,118.960876        ,32.112753999999995,240         ,148     ,617     ,0
13.8      ,15.6    ,118.951182        ,32.112389         ,118.960237        ,32.111093         ,6720        ,603     ,2513    ,3
18.6      ,18.6    ,118.963086        ,32.111595         ,118.95648200000001,32.113068         ,240         ,196     ,817     ,0
20.2      ,21.3    ,118.956321        ,32.11009          ,118.956627        ,32.110685         ,3900        ,104     ,432     ,0
19.6      ,19.6    ,118.95685800000001,32.112363         ,118.956321        ,32.11009          ,120         ,155     ,645     ,0
18.4      ,18.5    ,118.95558100000001,32.111816         ,118.963086        ,32.111595         ,240         ,191     ,797     ,0
22.1      ,22.3    ,118.956627        ,32.110685         ,118.95522700000001,32.113071000000005,720         ,72      ,300     ,0
18.7      ,18.8    ,118.95648200000001,32.113068         ,118.95576899999999,32.116122         ,120         ,102     ,427     ,0
17.3      ,18.4    ,118.95811299999998,32.114728         ,118.95558100000001,32.111816         ,4080        ,115     ,478     ,0
18.8      ,18.8    ,118.95576899999999,32.116122         ,118.95685800000001,32.112363         ,120         ,132     ,548     ,0
9.0       ,11.4    ,118.96339099999999,32.111357         ,118.963214        ,32.111517         ,8760        ,3       ,14      ,2
0.9       ,2.9     ,118.963676        ,32.111998         ,118.963214        ,32.111481         ,7320        ,22      ,90      ,2
15.1      ,15.2    ,118.96310700000001,32.115889         ,118.95423400000001,32.114837         ,240         ,223     ,929     ,0
15.6      ,15.7    ,118.954669        ,32.113839         ,118.96066599999999,32.109691999999995,240         ,226     ,942     ,0
15.3      ,15.3    ,118.95423400000001,32.114837         ,118.95275900000001,32.117707         ,120         ,86      ,358     ,0
15.5      ,15.6    ,118.95275900000001,32.117707         ,118.954669        ,32.113839         ,240         ,114     ,474     ,0
21.2      ,21.4    ,118.960505        ,32.109656         ,118.955382        ,32.116125         ,840         ,247     ,1029    ,0
13.6      ,15.8    ,118.96242099999999,32.110564000000004,118.95326899999999,32.116819         ,8160        ,343     ,1431    ,3
1.8       ,10.9    ,118.96185200000001,32.111912         ,118.962115        ,32.115108         ,32640       ,102     ,426     ,1
13.2      ,13.4    ,118.96213600000002,32.115167         ,118.96242099999999,32.110564000000004,960         ,138     ,574     ,2
15.9      ,17.5    ,118.95326899999999,32.116819         ,118.960779        ,32.111354999999996,5820        ,282     ,1177    ,3
13.6      ,15.7    ,118.95896599999999,32.112809000000006,118.96271599999999,32.115286         ,7560        ,154     ,643     ,0
17.5      ,18.5    ,118.95855300000001,32.112749         ,118.959846        ,32.113504         ,3480        ,48      ,202     ,0
17.0      ,17.4    ,118.961417        ,32.115080999999996,118.954347        ,32.11428          ,1320        ,180     ,749     ,0
12.1      ,13.5    ,118.95976499999999,32.112602         ,118.95461         ,32.11374          ,5040        ,176     ,732     ,2
7.5       ,7.6     ,118.96193799999999,32.115192         ,118.959915        ,32.112865         ,240         ,115     ,481     ,2
18.5      ,18.6    ,118.959846        ,32.113504         ,118.95586499999999,32.112384000000006,360         ,116     ,482     ,0
13.5      ,13.6    ,118.95461         ,32.11374          ,118.95896599999999,32.112809000000006,120         ,118     ,491     ,2
15.8      ,16.5    ,118.96271599999999,32.115286         ,118.961417        ,32.115080999999996,2460        ,30      ,124     ,0
17.4      ,17.5    ,118.954347        ,32.11428          ,118.95855300000001,32.112749         ,240         ,121     ,506     ,0
7.9       ,12.0    ,118.959915        ,32.112865         ,118.95976499999999,32.112602         ,14700       ,6       ,26      ,2
11.8      ,12.3    ,118.953424        ,32.116933         ,118.955747        ,32.115291         ,1980        ,86      ,360     ,2
18.8      ,18.9    ,118.95381599999999,32.122616         ,118.952427        ,32.11925          ,120         ,114     ,475     ,0
18.9      ,19.0    ,118.952427        ,32.11925          ,118.95230900000001,32.123217         ,240         ,128     ,532     ,0
7.7       ,12.3    ,118.95651399999998,32.111139         ,118.96239399999999,32.113139000000004,16680       ,183     ,763     ,1
16.4      ,17.0    ,118.96264         ,32.113124         ,118.96229699999999,32.112635         ,2040        ,18      ,75      ,0
22.8      ,22.9    ,118.954175        ,32.119032000000004,118.95168600000001,32.122780999999996,120         ,151     ,628     ,0
18.4      ,18.6    ,118.96223300000001,32.115136         ,118.95567199999999,32.116040999999996,840         ,181     ,753     ,0
18.7      ,18.8    ,118.95567199999999,32.116040999999996,118.95381599999999,32.122616         ,240         ,219     ,912     ,0
20.3      ,20.3    ,118.95230900000001,32.123217         ,118.953231        ,32.118325         ,60          ,173     ,719     ,0
22.7      ,22.8    ,118.95279099999999,32.123503         ,118.954175        ,32.119032000000004,240         ,145     ,603     ,0
20.9      ,20.9    ,118.952078        ,32.118918         ,118.95123000000001,32.122639         ,120         ,115     ,479     ,0
20.9      ,20.9    ,118.96161599999999,32.109639         ,118.964223        ,32.116132         ,240         ,258     ,1075    ,0
12.2      ,12.2    ,118.962876        ,32.111481         ,118.958569        ,32.111934999999995,120         ,121     ,506     ,2
12.3      ,12.3    ,118.95558100000001,32.114536         ,118.954723        ,32.114565999999996,120         ,18      ,77      ,2
20.6      ,21.9    ,118.960205        ,32.109871999999996,118.960554        ,32.10958          ,4920        ,12      ,48      ,0
16.4      ,16.5    ,118.953092        ,32.11487          ,118.95558100000001,32.115633         ,240         ,99      ,412     ,0
12.3      ,12.8    ,118.954723        ,32.114565999999996,118.952706        ,32.118254         ,1680        ,123     ,511     ,2
16.1      ,16.1    ,118.95286599999999,32.118804         ,118.953092        ,32.11487          ,120         ,130     ,543     ,0
5.2       ,11.8    ,118.96307         ,32.11142          ,118.96291399999998,32.111583         ,23940       ,3       ,12      ,1
16.5      ,18.5    ,118.95558100000001,32.115633         ,118.960205        ,32.109871999999996,7320        ,205     ,854     ,0
13.6      ,15.9    ,118.952706        ,32.118254         ,118.952335        ,32.118682         ,8280        ,12      ,50      ,0
8.7       ,9.9     ,118.95593000000001,32.110991999999996,118.962174        ,32.115288         ,4260        ,246     ,1026    ,2
10.1      ,10.1    ,118.96191599999999,32.115235         ,118.95998         ,32.111247999999996,120         ,164     ,685     ,2
18.4      ,18.5    ,118.95551100000002,32.112133         ,118.963697        ,32.112338         ,240         ,233     ,971     ,0
12.4      ,12.5    ,118.96198100000001,32.115309         ,118.958247        ,32.11525          ,480         ,105     ,438     ,2
13.6      ,17.1    ,118.958247        ,32.11525          ,118.954277        ,32.114333         ,12300       ,122     ,510     ,0
17.3      ,18.3    ,118.954277        ,32.114333         ,118.95551100000002,32.112133         ,3600        ,66      ,276     ,0
4.5       ,7.5     ,118.95522700000001,32.111684000000004,118.95596200000001,32.110944         ,10920       ,39      ,163     ,2
10.4      ,12.1    ,118.95998         ,32.111247999999996,118.96198100000001,32.115309         ,6060        ,177     ,736     ,2
19.8      ,21.5    ,118.95576299999999,32.110533000000004,118.95618200000001,32.110566         ,6060        ,12      ,50      ,0
18.0      ,18.0    ,118.960779        ,32.111365         ,118.95576299999999,32.110533000000004,120         ,122     ,510     ,0
21.8      ,23.8    ,118.95618200000001,32.110566         ,118.956053        ,32.110559         ,7200        ,3       ,13      ,0
9.9       ,12.3    ,118.95841899999999,32.110242         ,118.95211499999999,32.124429         ,8820        ,449     ,1872    ,3
13.6      ,13.7    ,118.953033        ,32.118115         ,118.95841899999999,32.112749         ,360         ,210     ,875     ,2
5.8       ,8.6     ,118.958767        ,32.11012          ,118.95841899999999,32.110242         ,9960        ,3       ,12      ,2
13.8      ,13.9    ,118.95841899999999,32.112749         ,118.960682        ,32.111659         ,240         ,78      ,325     ,2
17.0      ,17.8    ,118.96073600000001,32.111461         ,118.960779        ,32.111365         ,3000        ,3       ,11      ,0
12.6      ,13.3    ,118.95211499999999,32.124429         ,118.953033        ,32.118115         ,2760        ,185     ,770     ,2
8.3       ,8.7     ,118.964454        ,32.115925         ,118.964824        ,32.12526          ,1320        ,251     ,1046    ,2
11.3      ,12.7    ,118.955758        ,32.111605         ,118.95439499999999,32.114796999999996,5100        ,87      ,361     ,2
12.9      ,13.0    ,118.95431         ,32.114708         ,118.962351        ,32.109763         ,360         ,454     ,1890    ,3
10.7      ,10.9    ,118.964652        ,32.125328         ,118.955758        ,32.111605         ,600         ,542     ,2259    ,3
6.8       ,8.4     ,118.957126        ,32.116403999999996,118.956879        ,32.116471999999995,5880        ,6       ,25      ,2
16.4      ,16.4    ,118.96332199999999,32.115795         ,118.961906        ,32.112974         ,120         ,157     ,656     ,0
